"parents","has_nurs","form","children","housing","finance","social","health","binaryClass"
"great_pret","critical","incomplete","3","critical","inconv","nonprob","recommended",0
"great_pret","critical","incomplete","3","critical","inconv","nonprob","priority",0
"great_pret","critical","incomplete","3","critical","inconv","nonprob","not_recom",1
"great_pret","critical","incomplete","3","critical","inconv","slightly_prob","recommended",0
"great_pret","critical","incomplete","3","critical","inconv","slightly_prob","priority",0
"great_pret","critical","incomplete","3","critical","inconv","slightly_prob","not_recom",1
"great_pret","critical","incomplete","3","critical","inconv","problematic","recommended",0
"great_pret","critical","incomplete","3","critical","inconv","problematic","priority",0
"great_pret","critical","incomplete","3","critical","inconv","problematic","not_recom",1
"great_pret","critical","incomplete","more","convenient","convenient","nonprob","recommended",0
"great_pret","critical","incomplete","more","convenient","convenient","nonprob","priority",0
"great_pret","critical","incomplete","more","convenient","convenient","nonprob","not_recom",1
"great_pret","critical","incomplete","more","convenient","convenient","slightly_prob","recommended",0
"great_pret","critical","incomplete","more","convenient","convenient","slightly_prob","priority",0
"great_pret","critical","incomplete","more","convenient","convenient","slightly_prob","not_recom",1
"great_pret","critical","incomplete","more","convenient","convenient","problematic","recommended",0
"great_pret","critical","incomplete","more","convenient","convenient","problematic","priority",0
"great_pret","critical","incomplete","more","convenient","convenient","problematic","not_recom",1
"great_pret","critical","incomplete","more","convenient","inconv","nonprob","recommended",0
"great_pret","critical","incomplete","more","convenient","inconv","nonprob","priority",0
"great_pret","critical","incomplete","more","convenient","inconv","nonprob","not_recom",1
"great_pret","critical","incomplete","more","convenient","inconv","slightly_prob","recommended",0
"great_pret","critical","incomplete","more","convenient","inconv","slightly_prob","priority",0
"great_pret","critical","incomplete","more","convenient","inconv","slightly_prob","not_recom",1
"great_pret","critical","incomplete","more","convenient","inconv","problematic","recommended",0
"great_pret","critical","incomplete","more","convenient","inconv","problematic","priority",0
"great_pret","critical","incomplete","more","convenient","inconv","problematic","not_recom",1
"great_pret","critical","incomplete","more","less_conv","convenient","nonprob","recommended",0
"great_pret","critical","incomplete","more","less_conv","convenient","nonprob","priority",0
"great_pret","critical","incomplete","more","less_conv","convenient","nonprob","not_recom",1
"great_pret","critical","incomplete","more","less_conv","convenient","slightly_prob","recommended",0
"great_pret","critical","incomplete","more","less_conv","convenient","slightly_prob","priority",0
"great_pret","critical","incomplete","more","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","critical","incomplete","more","less_conv","convenient","problematic","recommended",0
"great_pret","critical","incomplete","more","less_conv","convenient","problematic","priority",0
"great_pret","critical","incomplete","more","less_conv","convenient","problematic","not_recom",1
"great_pret","critical","incomplete","more","less_conv","inconv","nonprob","recommended",0
"great_pret","critical","incomplete","more","less_conv","inconv","nonprob","priority",0
"great_pret","critical","incomplete","more","less_conv","inconv","nonprob","not_recom",1
"great_pret","critical","incomplete","more","less_conv","inconv","slightly_prob","recommended",0
"great_pret","critical","incomplete","more","less_conv","inconv","slightly_prob","priority",0
"great_pret","critical","incomplete","more","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","critical","incomplete","more","less_conv","inconv","problematic","recommended",0
"great_pret","critical","incomplete","more","less_conv","inconv","problematic","priority",0
"great_pret","critical","incomplete","more","less_conv","inconv","problematic","not_recom",1
"great_pret","critical","incomplete","more","critical","convenient","nonprob","recommended",0
"great_pret","critical","incomplete","more","critical","convenient","nonprob","priority",0
"great_pret","critical","incomplete","more","critical","convenient","nonprob","not_recom",1
"great_pret","critical","incomplete","more","critical","convenient","slightly_prob","recommended",0
"great_pret","critical","incomplete","more","critical","convenient","slightly_prob","priority",0
"great_pret","critical","incomplete","more","critical","convenient","slightly_prob","not_recom",1
"great_pret","critical","incomplete","more","critical","convenient","problematic","recommended",0
"great_pret","critical","incomplete","more","critical","convenient","problematic","priority",0
"great_pret","critical","incomplete","more","critical","convenient","problematic","not_recom",1
"great_pret","critical","incomplete","more","critical","inconv","nonprob","recommended",0
"great_pret","critical","incomplete","more","critical","inconv","nonprob","priority",0
"great_pret","critical","incomplete","more","critical","inconv","nonprob","not_recom",1
"great_pret","critical","incomplete","more","critical","inconv","slightly_prob","recommended",0
"great_pret","critical","incomplete","more","critical","inconv","slightly_prob","priority",0
"great_pret","critical","incomplete","more","critical","inconv","slightly_prob","not_recom",1
"great_pret","critical","incomplete","more","critical","inconv","problematic","recommended",0
"great_pret","critical","incomplete","more","critical","inconv","problematic","priority",0
"great_pret","critical","incomplete","more","critical","inconv","problematic","not_recom",1
"great_pret","critical","foster","1","convenient","convenient","nonprob","recommended",0
"great_pret","critical","foster","1","convenient","convenient","nonprob","priority",0
"great_pret","critical","foster","1","convenient","convenient","nonprob","not_recom",1
"great_pret","critical","foster","1","convenient","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","1","convenient","convenient","slightly_prob","priority",0
"great_pret","critical","foster","1","convenient","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","1","convenient","convenient","problematic","recommended",0
"great_pret","critical","foster","1","convenient","convenient","problematic","priority",0
"great_pret","critical","foster","1","convenient","convenient","problematic","not_recom",1
"great_pret","critical","foster","1","convenient","inconv","nonprob","recommended",0
"great_pret","critical","foster","1","convenient","inconv","nonprob","priority",0
"great_pret","critical","foster","1","convenient","inconv","nonprob","not_recom",1
"great_pret","critical","foster","1","convenient","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","1","convenient","inconv","slightly_prob","priority",0
"great_pret","critical","foster","1","convenient","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","1","convenient","inconv","problematic","recommended",0
"great_pret","critical","foster","1","convenient","inconv","problematic","priority",0
"great_pret","critical","foster","1","convenient","inconv","problematic","not_recom",1
"great_pret","critical","foster","1","less_conv","convenient","nonprob","recommended",0
"great_pret","critical","foster","1","less_conv","convenient","nonprob","priority",0
"great_pret","critical","foster","1","less_conv","convenient","nonprob","not_recom",1
"great_pret","critical","foster","1","less_conv","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","1","less_conv","convenient","slightly_prob","priority",0
"great_pret","critical","foster","1","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","1","less_conv","convenient","problematic","recommended",0
"great_pret","critical","foster","1","less_conv","convenient","problematic","priority",0
"great_pret","critical","foster","1","less_conv","convenient","problematic","not_recom",1
"great_pret","critical","foster","1","less_conv","inconv","nonprob","recommended",0
"great_pret","critical","foster","1","less_conv","inconv","nonprob","priority",0
"great_pret","critical","foster","1","less_conv","inconv","nonprob","not_recom",1
"great_pret","critical","foster","1","less_conv","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","1","less_conv","inconv","slightly_prob","priority",0
"great_pret","critical","foster","1","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","1","less_conv","inconv","problematic","recommended",0
"great_pret","critical","foster","1","less_conv","inconv","problematic","priority",0
"great_pret","critical","foster","1","less_conv","inconv","problematic","not_recom",1
"great_pret","critical","foster","1","critical","convenient","nonprob","recommended",0
"great_pret","critical","foster","1","critical","convenient","nonprob","priority",0
"great_pret","critical","foster","1","critical","convenient","nonprob","not_recom",1
"great_pret","critical","foster","1","critical","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","1","critical","convenient","slightly_prob","priority",0
"great_pret","critical","foster","1","critical","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","1","critical","convenient","problematic","recommended",0
"great_pret","critical","foster","1","critical","convenient","problematic","priority",0
"great_pret","critical","foster","1","critical","convenient","problematic","not_recom",1
"great_pret","critical","foster","1","critical","inconv","nonprob","recommended",0
"great_pret","critical","foster","1","critical","inconv","nonprob","priority",0
"great_pret","critical","foster","1","critical","inconv","nonprob","not_recom",1
"great_pret","critical","foster","1","critical","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","1","critical","inconv","slightly_prob","priority",0
"great_pret","critical","foster","1","critical","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","1","critical","inconv","problematic","recommended",0
"great_pret","critical","foster","1","critical","inconv","problematic","priority",0
"great_pret","critical","foster","1","critical","inconv","problematic","not_recom",1
"great_pret","critical","foster","2","convenient","convenient","nonprob","recommended",0
"great_pret","critical","foster","2","convenient","convenient","nonprob","priority",0
"great_pret","critical","foster","2","convenient","convenient","nonprob","not_recom",1
"great_pret","critical","foster","2","convenient","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","2","convenient","convenient","slightly_prob","priority",0
"great_pret","critical","foster","2","convenient","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","2","convenient","convenient","problematic","recommended",0
"great_pret","critical","foster","2","convenient","convenient","problematic","priority",0
"great_pret","critical","foster","2","convenient","convenient","problematic","not_recom",1
"great_pret","critical","foster","2","convenient","inconv","nonprob","recommended",0
"great_pret","critical","foster","2","convenient","inconv","nonprob","priority",0
"great_pret","critical","foster","2","convenient","inconv","nonprob","not_recom",1
"great_pret","critical","foster","2","convenient","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","2","convenient","inconv","slightly_prob","priority",0
"great_pret","critical","foster","2","convenient","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","2","convenient","inconv","problematic","recommended",0
"great_pret","critical","foster","2","convenient","inconv","problematic","priority",0
"great_pret","critical","foster","2","convenient","inconv","problematic","not_recom",1
"great_pret","critical","foster","2","less_conv","convenient","nonprob","recommended",0
"great_pret","critical","foster","2","less_conv","convenient","nonprob","priority",0
"great_pret","critical","foster","2","less_conv","convenient","nonprob","not_recom",1
"great_pret","critical","foster","2","less_conv","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","2","less_conv","convenient","slightly_prob","priority",0
"great_pret","critical","foster","2","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","2","less_conv","convenient","problematic","recommended",0
"great_pret","critical","foster","2","less_conv","convenient","problematic","priority",0
"great_pret","critical","foster","2","less_conv","convenient","problematic","not_recom",1
"great_pret","critical","foster","2","less_conv","inconv","nonprob","recommended",0
"great_pret","critical","foster","2","less_conv","inconv","nonprob","priority",0
"great_pret","critical","foster","2","less_conv","inconv","nonprob","not_recom",1
"great_pret","critical","foster","2","less_conv","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","2","less_conv","inconv","slightly_prob","priority",0
"great_pret","critical","foster","2","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","2","less_conv","inconv","problematic","recommended",0
"great_pret","critical","foster","2","less_conv","inconv","problematic","priority",0
"great_pret","critical","foster","2","less_conv","inconv","problematic","not_recom",1
"great_pret","critical","foster","2","critical","convenient","nonprob","recommended",0
"great_pret","critical","foster","2","critical","convenient","nonprob","priority",0
"great_pret","critical","foster","2","critical","convenient","nonprob","not_recom",1
"great_pret","critical","foster","2","critical","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","2","critical","convenient","slightly_prob","priority",0
"great_pret","critical","foster","2","critical","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","2","critical","convenient","problematic","recommended",0
"great_pret","critical","foster","2","critical","convenient","problematic","priority",0
"great_pret","critical","foster","2","critical","convenient","problematic","not_recom",1
"great_pret","critical","foster","2","critical","inconv","nonprob","recommended",0
"great_pret","critical","foster","2","critical","inconv","nonprob","priority",0
"great_pret","critical","foster","2","critical","inconv","nonprob","not_recom",1
"great_pret","critical","foster","2","critical","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","2","critical","inconv","slightly_prob","priority",0
"great_pret","critical","foster","2","critical","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","2","critical","inconv","problematic","recommended",0
"great_pret","critical","foster","2","critical","inconv","problematic","priority",0
"great_pret","critical","foster","2","critical","inconv","problematic","not_recom",1
"great_pret","critical","foster","3","convenient","convenient","nonprob","recommended",0
"great_pret","critical","foster","3","convenient","convenient","nonprob","priority",0
"great_pret","critical","foster","3","convenient","convenient","nonprob","not_recom",1
"great_pret","critical","foster","3","convenient","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","3","convenient","convenient","slightly_prob","priority",0
"great_pret","critical","foster","3","convenient","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","3","convenient","convenient","problematic","recommended",0
"great_pret","critical","foster","3","convenient","convenient","problematic","priority",0
"great_pret","critical","foster","3","convenient","convenient","problematic","not_recom",1
"great_pret","critical","foster","3","convenient","inconv","nonprob","recommended",0
"great_pret","critical","foster","3","convenient","inconv","nonprob","priority",0
"great_pret","critical","foster","3","convenient","inconv","nonprob","not_recom",1
"great_pret","critical","foster","3","convenient","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","3","convenient","inconv","slightly_prob","priority",0
"great_pret","critical","foster","3","convenient","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","3","convenient","inconv","problematic","recommended",0
"great_pret","critical","foster","3","convenient","inconv","problematic","priority",0
"great_pret","critical","foster","3","convenient","inconv","problematic","not_recom",1
"great_pret","critical","foster","3","less_conv","convenient","nonprob","recommended",0
"great_pret","critical","foster","3","less_conv","convenient","nonprob","priority",0
"great_pret","critical","foster","3","less_conv","convenient","nonprob","not_recom",1
"great_pret","critical","foster","3","less_conv","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","3","less_conv","convenient","slightly_prob","priority",0
"great_pret","critical","foster","3","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","3","less_conv","convenient","problematic","recommended",0
"great_pret","critical","foster","3","less_conv","convenient","problematic","priority",0
"great_pret","critical","foster","3","less_conv","convenient","problematic","not_recom",1
"great_pret","critical","foster","3","less_conv","inconv","nonprob","recommended",0
"great_pret","critical","foster","3","less_conv","inconv","nonprob","priority",0
"great_pret","critical","foster","3","less_conv","inconv","nonprob","not_recom",1
"great_pret","critical","foster","3","less_conv","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","3","less_conv","inconv","slightly_prob","priority",0
"great_pret","critical","foster","3","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","3","less_conv","inconv","problematic","recommended",0
"great_pret","critical","foster","3","less_conv","inconv","problematic","priority",0
"great_pret","critical","foster","3","less_conv","inconv","problematic","not_recom",1
"great_pret","critical","foster","3","critical","convenient","nonprob","recommended",0
"great_pret","critical","foster","3","critical","convenient","nonprob","priority",0
"great_pret","critical","foster","3","critical","convenient","nonprob","not_recom",1
"great_pret","critical","foster","3","critical","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","3","critical","convenient","slightly_prob","priority",0
"great_pret","critical","foster","3","critical","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","3","critical","convenient","problematic","recommended",0
"great_pret","critical","foster","3","critical","convenient","problematic","priority",0
"great_pret","critical","foster","3","critical","convenient","problematic","not_recom",1
"great_pret","critical","foster","3","critical","inconv","nonprob","recommended",0
"great_pret","critical","foster","3","critical","inconv","nonprob","priority",0
"great_pret","critical","foster","3","critical","inconv","nonprob","not_recom",1
"great_pret","critical","foster","3","critical","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","3","critical","inconv","slightly_prob","priority",0
"great_pret","critical","foster","3","critical","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","3","critical","inconv","problematic","recommended",0
"great_pret","critical","foster","3","critical","inconv","problematic","priority",0
"great_pret","critical","foster","3","critical","inconv","problematic","not_recom",1
"great_pret","critical","foster","more","convenient","convenient","nonprob","recommended",0
"great_pret","critical","foster","more","convenient","convenient","nonprob","priority",0
"great_pret","critical","foster","more","convenient","convenient","nonprob","not_recom",1
"great_pret","critical","foster","more","convenient","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","more","convenient","convenient","slightly_prob","priority",0
"great_pret","critical","foster","more","convenient","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","more","convenient","convenient","problematic","recommended",0
"great_pret","critical","foster","more","convenient","convenient","problematic","priority",0
"great_pret","critical","foster","more","convenient","convenient","problematic","not_recom",1
"great_pret","critical","foster","more","convenient","inconv","nonprob","recommended",0
"great_pret","critical","foster","more","convenient","inconv","nonprob","priority",0
"great_pret","critical","foster","more","convenient","inconv","nonprob","not_recom",1
"great_pret","critical","foster","more","convenient","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","more","convenient","inconv","slightly_prob","priority",0
"great_pret","critical","foster","more","convenient","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","more","convenient","inconv","problematic","recommended",0
"great_pret","critical","foster","more","convenient","inconv","problematic","priority",0
"great_pret","critical","foster","more","convenient","inconv","problematic","not_recom",1
"great_pret","critical","foster","more","less_conv","convenient","nonprob","recommended",0
"great_pret","critical","foster","more","less_conv","convenient","nonprob","priority",0
"great_pret","critical","foster","more","less_conv","convenient","nonprob","not_recom",1
"great_pret","critical","foster","more","less_conv","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","more","less_conv","convenient","slightly_prob","priority",0
"great_pret","critical","foster","more","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","more","less_conv","convenient","problematic","recommended",0
"great_pret","critical","foster","more","less_conv","convenient","problematic","priority",0
"great_pret","critical","foster","more","less_conv","convenient","problematic","not_recom",1
"great_pret","critical","foster","more","less_conv","inconv","nonprob","recommended",0
"great_pret","critical","foster","more","less_conv","inconv","nonprob","priority",0
"great_pret","critical","foster","more","less_conv","inconv","nonprob","not_recom",1
"great_pret","critical","foster","more","less_conv","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","more","less_conv","inconv","slightly_prob","priority",0
"great_pret","critical","foster","more","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","more","less_conv","inconv","problematic","recommended",0
"great_pret","critical","foster","more","less_conv","inconv","problematic","priority",0
"great_pret","critical","foster","more","less_conv","inconv","problematic","not_recom",1
"great_pret","critical","foster","more","critical","convenient","nonprob","recommended",0
"great_pret","critical","foster","more","critical","convenient","nonprob","priority",0
"great_pret","critical","foster","more","critical","convenient","nonprob","not_recom",1
"great_pret","critical","foster","more","critical","convenient","slightly_prob","recommended",0
"great_pret","critical","foster","more","critical","convenient","slightly_prob","priority",0
"great_pret","critical","foster","more","critical","convenient","slightly_prob","not_recom",1
"great_pret","critical","foster","more","critical","convenient","problematic","recommended",0
"great_pret","critical","foster","more","critical","convenient","problematic","priority",0
"great_pret","critical","foster","more","critical","convenient","problematic","not_recom",1
"great_pret","critical","foster","more","critical","inconv","nonprob","recommended",0
"great_pret","critical","foster","more","critical","inconv","nonprob","priority",0
"great_pret","critical","foster","more","critical","inconv","nonprob","not_recom",1
"great_pret","critical","foster","more","critical","inconv","slightly_prob","recommended",0
"great_pret","critical","foster","more","critical","inconv","slightly_prob","priority",0
"great_pret","critical","foster","more","critical","inconv","slightly_prob","not_recom",1
"great_pret","critical","foster","more","critical","inconv","problematic","recommended",0
"great_pret","critical","foster","more","critical","inconv","problematic","priority",0
"great_pret","critical","foster","more","critical","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","1","convenient","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","1","convenient","convenient","nonprob","priority",0
"great_pret","very_crit","complete","1","convenient","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","1","convenient","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","1","convenient","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","1","convenient","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","1","convenient","convenient","problematic","recommended",0
"great_pret","very_crit","complete","1","convenient","convenient","problematic","priority",0
"great_pret","very_crit","complete","1","convenient","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","1","convenient","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","1","convenient","inconv","nonprob","priority",0
"great_pret","very_crit","complete","1","convenient","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","1","convenient","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","1","convenient","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","1","convenient","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","1","convenient","inconv","problematic","recommended",0
"great_pret","very_crit","complete","1","convenient","inconv","problematic","priority",0
"great_pret","very_crit","complete","1","convenient","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","1","less_conv","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","1","less_conv","convenient","nonprob","priority",0
"great_pret","very_crit","complete","1","less_conv","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","1","less_conv","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","1","less_conv","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","1","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","1","less_conv","convenient","problematic","recommended",0
"great_pret","very_crit","complete","1","less_conv","convenient","problematic","priority",0
"great_pret","very_crit","complete","1","less_conv","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","1","less_conv","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","1","less_conv","inconv","nonprob","priority",0
"great_pret","very_crit","complete","1","less_conv","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","1","less_conv","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","1","less_conv","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","1","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","1","less_conv","inconv","problematic","recommended",0
"great_pret","very_crit","complete","1","less_conv","inconv","problematic","priority",0
"great_pret","very_crit","complete","1","less_conv","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","1","critical","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","1","critical","convenient","nonprob","priority",0
"great_pret","very_crit","complete","1","critical","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","1","critical","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","1","critical","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","1","critical","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","1","critical","convenient","problematic","recommended",0
"great_pret","very_crit","complete","1","critical","convenient","problematic","priority",0
"great_pret","very_crit","complete","1","critical","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","1","critical","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","1","critical","inconv","nonprob","priority",0
"great_pret","very_crit","complete","1","critical","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","1","critical","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","1","critical","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","1","critical","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","1","critical","inconv","problematic","recommended",0
"great_pret","very_crit","complete","1","critical","inconv","problematic","priority",0
"great_pret","very_crit","complete","1","critical","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","2","convenient","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","2","convenient","convenient","nonprob","priority",0
"great_pret","very_crit","complete","2","convenient","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","2","convenient","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","2","convenient","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","2","convenient","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","2","convenient","convenient","problematic","recommended",0
"great_pret","very_crit","complete","2","convenient","convenient","problematic","priority",0
"great_pret","very_crit","complete","2","convenient","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","2","convenient","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","2","convenient","inconv","nonprob","priority",0
"great_pret","very_crit","complete","2","convenient","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","2","convenient","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","2","convenient","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","2","convenient","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","2","convenient","inconv","problematic","recommended",0
"great_pret","very_crit","complete","2","convenient","inconv","problematic","priority",0
"great_pret","very_crit","complete","2","convenient","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","2","less_conv","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","2","less_conv","convenient","nonprob","priority",0
"great_pret","very_crit","complete","2","less_conv","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","2","less_conv","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","2","less_conv","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","2","less_conv","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","2","less_conv","convenient","problematic","recommended",0
"great_pret","very_crit","complete","2","less_conv","convenient","problematic","priority",0
"great_pret","very_crit","complete","2","less_conv","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","2","less_conv","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","2","less_conv","inconv","nonprob","priority",0
"great_pret","very_crit","complete","2","less_conv","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","2","less_conv","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","2","less_conv","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","2","less_conv","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","2","less_conv","inconv","problematic","recommended",0
"great_pret","very_crit","complete","2","less_conv","inconv","problematic","priority",0
"great_pret","very_crit","complete","2","less_conv","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","2","critical","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","2","critical","convenient","nonprob","priority",0
"great_pret","very_crit","complete","2","critical","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","2","critical","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","2","critical","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","2","critical","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","2","critical","convenient","problematic","recommended",0
"great_pret","very_crit","complete","2","critical","convenient","problematic","priority",0
"great_pret","very_crit","complete","2","critical","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","2","critical","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","2","critical","inconv","nonprob","priority",0
"great_pret","very_crit","complete","2","critical","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","2","critical","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","2","critical","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","2","critical","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","2","critical","inconv","problematic","recommended",0
"great_pret","very_crit","complete","2","critical","inconv","problematic","priority",0
"great_pret","very_crit","complete","2","critical","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","3","convenient","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","3","convenient","convenient","nonprob","priority",0
"great_pret","very_crit","complete","3","convenient","convenient","nonprob","not_recom",1
"great_pret","very_crit","complete","3","convenient","convenient","slightly_prob","recommended",0
"great_pret","very_crit","complete","3","convenient","convenient","slightly_prob","priority",0
"great_pret","very_crit","complete","3","convenient","convenient","slightly_prob","not_recom",1
"great_pret","very_crit","complete","3","convenient","convenient","problematic","recommended",0
"great_pret","very_crit","complete","3","convenient","convenient","problematic","priority",0
"great_pret","very_crit","complete","3","convenient","convenient","problematic","not_recom",1
"great_pret","very_crit","complete","3","convenient","inconv","nonprob","recommended",0
"great_pret","very_crit","complete","3","convenient","inconv","nonprob","priority",0
"great_pret","very_crit","complete","3","convenient","inconv","nonprob","not_recom",1
"great_pret","very_crit","complete","3","convenient","inconv","slightly_prob","recommended",0
"great_pret","very_crit","complete","3","convenient","inconv","slightly_prob","priority",0
"great_pret","very_crit","complete","3","convenient","inconv","slightly_prob","not_recom",1
"great_pret","very_crit","complete","3","convenient","inconv","problematic","recommended",0
"great_pret","very_crit","complete","3","convenient","inconv","problematic","priority",0
"great_pret","very_crit","complete","3","convenient","inconv","problematic","not_recom",1
"great_pret","very_crit","complete","3","less_conv","convenient","nonprob","recommended",0
"great_pret","very_crit","complete","3","less_conv","convenient","nonprob","priority",0
